indicator,year,value,table,category
Change in propensity to participate by age group (years) | 55–64,0,0.2099275828669726,7_4,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.2900540651920334,7_4,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.700875155089238,7_4,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,0.1072703661879067,7_4,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.1628027277551506,7_4,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.2700730939430573,7_4,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0470291960144566,7_4,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0577295512998599,7_4,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1047587473143165,7_4,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.3748318412573739,7_4,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,-0.002411255332379,7_4,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,1.3919203562062188,7_4,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.3895091008738398,7_4,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.4273062574442823,7_4,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.9844352455810582,7_4,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.4117415030253406,7_4,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,2.8012506038991805,7_4,Total all birth groups
Total change | nan,0,-1.7023076249608031,7_4,Australian-born | Male
Total change | nan,0,-0.4715993962876816,7_4,Australian-born | Female
Total change | nan,0,-2.173907021248485,7_4,Australian-born | Total
Total change | nan,0,0.7608211785923185,7_4,Overseas-born | Male
Total change | nan,0,1.585212076725722,7_4,Overseas-born | Female
Total change | nan,0,2.3460332553180407,7_4,Overseas-born | Total
Total change | nan,0,0.1721262340695557,7_4,Total all birth groups
15–19,0,0.0600481851067867,7_5,Australian-born | Male
15–19,0,0.0440252884297148,7_5,Australian-born | Female
15–19,0,0.1040734735365015,7_5,Australian-born | Total
15–19,0,0.0211017233203252,7_5,Overseas-born | Male
15–19,0,0.0384105835119153,7_5,Overseas-born | Female
15–19,0,0.0595123068322405,7_5,Overseas-born | Total
15–19,0,0.1635857803687421,7_5,Total all birth groups
20–24,0,-0.0695593964336936,7_5,Australian-born | Male
20–24,0,-0.0996786731142323,7_5,Australian-born | Female
20–24,0,-0.1692380695479259,7_5,Australian-born | Total
20–24,0,0.2090119177965392,7_5,Overseas-born | Male
20–24,0,0.1830206347436325,7_5,Overseas-born | Female
20–24,0,0.3920325525401716,7_5,Overseas-born | Total
20–24,0,0.2227944829922457,7_5,Total all birth groups
Change in demographic composition by age group (years) | 25–34,0,-0.2021993928119481,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 25–34,0,-0.1164229240446797,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 25–34,0,-0.3186223168566279,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 25–34,0,0.4134933058724316,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 25–34,0,0.2072045535382888,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 25–34,0,0.6206978594107204,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 25–34,0,0.3020755425540925,7_5,Total all birth groups
Change in demographic composition by age group (years) | 35–44,0,-0.0740643478997951,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 35–44,0,-0.1281950969133169,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 35–44,0,-0.2022594448131121,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.2303664405071861,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 35–44,0,0.2176514412216443,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 35–44,0,0.4480178817288305,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.2457584369157184,7_5,Total all birth groups
Change in demographic composition by age group (years) | 45–54,0,-0.500337188944967,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 45–54,0,-0.3670848592293342,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 45–54,0,-0.8674220481743014,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 45–54,0,0.1312734191203277,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 45–54,0,0.0387557232031237,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 45–54,0,0.1700291423234514,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 45–54,0,-0.6973929058508499,7_5,Total all birth groups
Change in demographic composition by age group (years) | 55–64,0,-0.200292542037528,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.1416036629172096,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 55–64,0,-0.3418962049547376,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 55–64,0,-0.0780028069517974,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.0924458930611445,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 55–64,0,-0.170448700012942,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 55–64,0,-0.5123449049676796,7_5,Total all birth groups
Change in demographic composition by age group (years) | 65+,0,0.0317730703051876,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0188437742112311,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 65+,0,0.0506168445164188,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 65+,0,-0.0062853522314046,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0021874269730509,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 65+,0,-0.0040979252583536,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 65+,0,0.0465189192580651,7_5,Total all birth groups
Change in demographic composition by age group (years) | All age groups,0,-0.9546316127159576,7_5,Australian-born | Male
Change in demographic composition by age group (years) | All age groups,0,-0.7901161535778269,7_5,Australian-born | Female
Change in demographic composition by age group (years) | All age groups,0,-1.7447477662937845,7_5,Australian-born | Total
Change in demographic composition by age group (years) | All age groups,0,0.9209586474336076,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | All age groups,0,0.5947844701305113,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | All age groups,0,1.515743117564119,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | All age groups,0,-0.2290046487296655,7_5,Total all birth groups
Change in demographic composition by age group (years) | 15–19,0,0.1465122639732709,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.021465869718639,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.1679781336919099,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.0019909988509683,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 15–19,0,-0.0045520206678886,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 15–19,0,-0.0025610218169203,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.1654171118749896,7_5,Total all birth groups
Change in demographic composition by age group (years) | 20–24,0,0.0523323856054957,7_5,Australian-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.0626452311729163,7_5,Australian-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.114977616778412,7_5,Australian-born | Total
Change in demographic composition by age group (years) | 20–24,0,-0.0211989618889743,7_5,Overseas-born | Male
Change in demographic composition by age group (years) | 20–24,0,-0.0235393051112961,7_5,Overseas-born | Female
Change in demographic composition by age group (years) | 20–24,0,-0.0447382670002704,7_5,Overseas-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.0702393497781416,7_5,Total all birth groups
Change in propensity to participate by age group (years) | 25–34,0,0.1065222858360853,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.1403233921212454,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.2468456779573307,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.0509219025559001,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.1064426065337236,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.1573645090896238,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.4042101870469545,7_5,Total all birth groups
Change in propensity to participate by age group (years) | 35–44,0,0.0271733946496532,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.1159268504036248,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.1431002450532781,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.0482850239985484,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.1581255270758859,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.2064105510744343,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.3495107961277125,7_5,Total all birth groups
Change in propensity to participate by age group (years) | 45–54,0,-0.0122842938778779,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0290150953241059,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.0167308014462279,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.0558326038046124,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0650300225381229,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.1208626263427353,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.1375934277889633,7_5,Total all birth groups
Change in propensity to participate by age group (years) | 55–64,0,0.0129446551255287,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.0215416600221584,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.0344863151476872,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.0056193541142814,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.056041964820439,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.0616613189347204,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.0961476340824077,7_5,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,-0.0120703916060119,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.1480701487510105,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1359997571449985,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0539646630960592,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.1020355492426296,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1560002123386889,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.2919999694836874,7_5,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,0.321130299706144,7_5,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.5389882475137006,7_5,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.8601185472198446,7_5,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.1954155845313957,7_5,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.4595843444316164,7_5,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.6549999289630121,7_5,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,1.5151184761828569,7_5,Total all birth groups
Total change | nan,0,-0.6335013130098135,7_5,Australian-born | Male
Total change | nan,0,-0.2511279060641264,7_5,Australian-born | Female
Total change | nan,0,-0.8846292190739399,7_5,Australian-born | Total
Total change | nan,0,1.1163742319650034,7_5,Overseas-born | Male
Total change | nan,0,1.0543688145621275,7_5,Overseas-born | Female
Total change | nan,0,2.170743046527131,7_5,Overseas-born | Total
Total change | nan,0,1.2861138274531911,7_5,Total all birth groups
15–19,0,-0.0714109970445756,7_6,Australian-born | Male
15–19,0,-0.066403720109591,7_6,Australian-born | Female
15–19,0,-0.1378147171541666,7_6,Australian-born | Total
15–19,0,0.0201105196861702,7_6,Overseas-born | Male
15–19,0,0.0019377231714717,7_6,Overseas-born | Female
15–19,0,0.022048242857642,7_6,Overseas-born | Total
15–19,0,-0.1157664742965246,7_6,Total all birth groups
20–24,0,-0.1111492125283103,7_6,Australian-born | Male
20–24,0,-0.1453146298182337,7_6,Australian-born | Female
20–24,0,-0.2564638423465441,7_6,Australian-born | Total
20–24,0,0.0564073779559995,7_6,Overseas-born | Male
20–24,0,0.0492261249057262,7_6,Overseas-born | Female
20–24,0,0.1056335028617258,7_6,Overseas-born | Total
20–24,0,-0.1508303394848183,7_6,Total all birth groups
Change in demographic composition by age group (years) | 25–34,0,0.0055048026835839,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 25–34,0,-0.1670133736624161,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 25–34,0,-0.1615085709788321,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 25–34,0,-0.0548449918666835,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 25–34,0,0.1076714051496266,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 25–34,0,0.0528264132829431,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 25–34,0,-0.108682157695889,7_6,Total all birth groups
Change in demographic composition by age group (years) | 35–44,0,-0.1999607617202526,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 35–44,0,-0.1778548394949781,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 35–44,0,-0.3778156012152308,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.1461447950400586,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 35–44,0,0.1414155841577119,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 35–44,0,0.2875603791977706,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 35–44,0,-0.0902552220174601,7_6,Total all birth groups
Change in demographic composition by age group (years) | 45–54,0,-0.0954852698705045,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 45–54,0,-0.0760399157998523,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 45–54,0,-0.1715251856703569,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 45–54,0,-0.0406159202870989,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 45–54,0,-0.0750050480475164,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 45–54,0,-0.1156209683346154,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 45–54,0,-0.2871461540049723,7_6,Total all birth groups
Change in demographic composition by age group (years) | 55–64,0,-0.0175838247720822,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.0188533840840936,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 55–64,0,-0.0364372088561758,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 55–64,0,0.0251806866761099,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 55–64,0,0.0338941740689052,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 55–64,0,0.0590748607450152,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 55–64,0,0.0226376518888394,7_6,Total all birth groups
Change in demographic composition by age group (years) | 65+,0,0.0655574558842523,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0457493440778438,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 65+,0,0.1113067999620962,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 65+,0,-0.0005019345464107,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0045854935597968,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 65+,0,0.0040835590133861,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 65+,0,0.1153903589754824,7_6,Total all birth groups
Change in demographic composition by age group (years) | All age groups,0,-0.4245278073678891,7_6,Australian-born | Male
Change in demographic composition by age group (years) | All age groups,0,-0.605730518891321,7_6,Australian-born | Female
Change in demographic composition by age group (years) | All age groups,0,-1.0302583262592102,7_6,Australian-born | Total
Change in demographic composition by age group (years) | All age groups,0,0.1518805326581452,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | All age groups,0,0.2637254569657223,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | All age groups,0,0.4156059896238676,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | All age groups,0,-0.6146523366353427,7_6,Total all birth groups
Change in demographic composition by age group (years) | 15–19,0,0.0848626149724545,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.0185065060484388,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.1033691210208933,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.020387116084652,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.0329432407325434,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.0533303568171955,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.1566994778380888,7_6,Total all birth groups
Change in demographic composition by age group (years) | 20–24,0,-0.0047647493002736,7_6,Australian-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.048700102445521,7_6,Australian-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.0439353531452473,7_6,Australian-born | Total
Change in demographic composition by age group (years) | 20–24,0,-0.0027386993340345,7_6,Overseas-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.0518250726636729,7_6,Overseas-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.0490863733296384,7_6,Overseas-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.0930217264748858,7_6,Total all birth groups
Change in propensity to participate by age group (years) | 25–34,0,-0.0294559524115751,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.1479643472463806,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.1185083948348054,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.0163325721151585,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.0601464378963252,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.0764790100114838,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.1949874048462893,7_6,Total all birth groups
Change in propensity to participate by age group (years) | 35–44,0,0.0101962751070389,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.0971198455716604,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.1073161206786993,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | 35–44,0,-0.0001975141678356,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.0697577936411596,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.069560279473324,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.1768764001520233,7_6,Total all birth groups
Change in propensity to participate by age group (years) | 45–54,0,0.0247877542243873,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0214858264988944,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.0462735807232817,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.0129141023469227,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0471617282774321,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.0600758306243549,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.1063494113476366,7_6,Total all birth groups
Change in propensity to participate by age group (years) | 55–64,0,0.0912717822379822,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.0623583708287796,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.1536301530667618,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.0299048821454385,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.0702958447181933,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.1002007268636319,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.2538308799303937,7_6,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,0.1105817073343086,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0788740082753802,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1894557156096888,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0805415221020265,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0290680855587924,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.109609607660819,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.2990653232705078,7_6,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,0.2874794321643227,7_6,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.4750090069150551,7_6,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.7624884390793778,7_6,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.1571439812923282,7_6,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.3611982034881194,7_6,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.5183421847804477,7_6,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,1.2808306238598255,7_6,Total all birth groups
Total change | nan,0,-0.1370483752035663,7_6,Australian-born | Male
Total change | nan,0,-0.1307215119762659,7_6,Australian-born | Female
Total change | nan,0,-0.2677698871798324,7_6,Australian-born | Total
Total change | nan,0,0.3090245139504735,7_6,Overseas-born | Male
Total change | nan,0,0.6249236604538417,7_6,Overseas-born | Female
Total change | nan,0,0.9339481744043152,7_6,Overseas-born | Total
Total change | nan,0,0.6661782872244828,7_6,Total all birth groups
15–19,0,-0.0235127204589066,7_7,Australian-born | Male
15–19,0,-0.0263425210200106,7_7,Australian-born | Female
15–19,0,-0.0498552414789173,7_7,Australian-born | Total
15–19,0,-0.0279846389152148,7_7,Overseas-born | Male
15–19,0,-0.030368847781285,7_7,Overseas-born | Female
15–19,0,-0.0583534866964998,7_7,Overseas-born | Total
15–19,0,-0.1082087281754171,7_7,Total all birth groups
20–24,0,-0.096889667559769,7_7,Australian-born | Male
20–24,0,-0.0712686165123677,7_7,Australian-born | Female
20–24,0,-0.1681582840721367,7_7,Australian-born | Total
20–24,0,-0.1158546972586293,7_7,Overseas-born | Male
20–24,0,-0.1369498601080759,7_7,Overseas-born | Female
20–24,0,-0.2528045573667052,7_7,Overseas-born | Total
20–24,0,-0.420962841438842,7_7,Total all birth groups
Change in demographic composition by age group (years) | 25–34,0,-0.1209426328809387,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 25–34,0,-0.016653475934285,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 25–34,0,-0.1375961088152237,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 25–34,0,-0.0530090201288528,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 25–34,0,-0.152538783166322,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 25–34,0,-0.2055478032951748,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 25–34,0,-0.3431439121103986,7_7,Total all birth groups
Change in demographic composition by age group (years) | 35–44,0,-0.02221727337074,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 35–44,0,-0.0723581201743827,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 35–44,0,-0.0945753935451228,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.1472111084704942,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 35–44,0,0.2059950258554443,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 35–44,0,0.3532061343259386,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.2586307407808157,7_7,Total all birth groups
Change in demographic composition by age group (years) | 45–54,0,-0.0714283723564972,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 45–54,0,-0.1153630843739624,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 45–54,0,-0.1867914567304596,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 45–54,0,0.0348150534236233,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 45–54,0,0.035960662759925,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 45–54,0,0.0707757161835483,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 45–54,0,-0.1160157405469113,7_7,Total all birth groups
Change in demographic composition by age group (years) | 55–64,0,0.0283392099059491,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.0106429284132104,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 55–64,0,0.0176962814927387,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 55–64,0,0.0098484404631507,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 55–64,0,0.0500657114687212,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 55–64,0,0.0599141519318719,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 55–64,0,0.0776104334246106,7_7,Total all birth groups
Change in demographic composition by age group (years) | 65+,0,0.0488605284133533,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 65+,0,0.01537872571784,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 65+,0,0.0642392541311933,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 65+,0,0.0327814730159294,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0309235750542346,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 65+,0,0.063705048070164,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 65+,0,0.1279443022013573,7_7,Total all birth groups
Change in demographic composition by age group (years) | All age groups,0,-0.2577909283075492,7_7,Australian-born | Male
Change in demographic composition by age group (years) | All age groups,0,-0.297250020710379,7_7,Australian-born | Female
Change in demographic composition by age group (years) | All age groups,0,-0.5550409490179282,7_7,Australian-born | Total
Change in demographic composition by age group (years) | All age groups,0,0.0278077190705007,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | All age groups,0,0.0030874840826421,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | All age groups,0,0.0308952031531428,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | All age groups,0,-0.5241457458647854,7_7,Total all birth groups
Change in demographic composition by age group (years) | 15–19,0,-0.0334255109265222,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.0256681539844537,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 15–19,0,-0.0077573569420684,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 15–19,0,-0.0077419761471787,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 15–19,0,-0.0204941082924493,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 15–19,0,-0.028236084439628,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 15–19,0,-0.0359934413816965,7_7,Total all birth groups
Change in demographic composition by age group (years) | 20–24,0,-0.0520693612532701,7_7,Australian-born | Male
Change in demographic composition by age group (years) | 20–24,0,-0.0030859005021333,7_7,Australian-born | Female
Change in demographic composition by age group (years) | 20–24,0,-0.0551552617554035,7_7,Australian-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.0366918077089768,7_7,Overseas-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.0483198393321635,7_7,Overseas-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.0850116470411404,7_7,Overseas-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.0298563852857368,7_7,Total all birth groups
Change in propensity to participate by age group (years) | 25–34,0,-0.0384759975238731,7_7,Australian-born | Male
